Tweet ID,Tweet_Text,Information_Source,Information_Type,Informativeness,First_Responder,Disaster_Type,Secondary_Annotation,,,,,,
2.76E+17,Typhoon Bopha Death Toll Soars in Philippines http://t.co/sUp5VlSh | http://t.co/iS8yAgBv,Outsiders,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,RT @RoyalMarinesMus: RT @ArmyPost: Royal Marines from Delta Company 40 #Cdo at Afghan Police Checkpoint ‘Sarakala’ (Credit @Mike_ONeill_ ...,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,RT @OccupyDisabled: Typhoon Bopha: Philippines death toll worsens http://t.co/8oWSmzpT,Outsiders,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"RT @iambasilYooH2: Please RT: #HelpMonkayo, #HelpBaganga, #HelpComVal. Thru this, we might get help from other people and agencies. #PabloPh",NGOs,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @HecklerForever: RT @juanxi: #reliefPH: How you can help http://t.co/EAEmBuJ8 #storify #reliefph #pabloph,NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Lucky to leave a few days earlier: BBC News - Philippines: Typhoon Bopha death toll rises http://t.co/PNsfJ2sG,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,RT @cnnbrk: Death toll from Typhoon Bopha in Philippines climbs to more than 320. http://t.co/1fXbN4Jt,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,RT @cnnbrk: Death toll from Typhoon Bopha in Philippines climbs to more than 320. http://t.co/P8lYa6ZF,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Super Typhoon Bopha Rips Through the Philippines Leaving Hundreds Dead and Thousands Displaced:  Typhoon Bopha s... http://t.co/rSq9ypVh,Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.76E+17,Text GIVE 12696 to 80088 to donate $10 to help 5000 Families affected by Typhoon #Bopha in the #Philippines: http://t.co/8dccO6lI,NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,youth at #cop18 stood in solidarity with Delegation from the Philippines this morning #bopha  http://t.co/58ybZMMV,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,Billarsico con @MiguyGarcia11 @DjPekes y #pablo,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @behn_21: Hope everyone is ok back home (Philippines), and that no one is seriously hurt due to the bopha typhoon :( #filipino #filip ...",Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Philippines typhoon death toll passes 270 - ABC Online http://t.co/NCENa76Y #Typhoon,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Death Toll Climbs Dramatically in Wake of 'Super Typhoon' Bopha | Common Dreams http://t.co/36czzD62,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,RT @iamsuperbianca: how to help those affected by #PabloPH. please spread the word. #SagipKapamilya http://t.co/pAkSjF26,Outsiders,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @HumanityRoad: Destruction in Cateel from Super Typhoon Pablo/Bopha - Situation Report &gt; http://t.co/8e1RsI9M #hmrd",Media,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Good Lord, we pray for the souls of the departed. May they rest in peace. And we pray for the safety of the Filipino people. Amen. #PabloPH",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dzIQ990: 80% ng mga bahay sa Agusan del Sur nasira, ani Gov. Plaza | #PabloPH #reliefPH @donadominguez",Outsiders,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @ANCALERTS: RT @RadyoPatrol38 another exclusive photo of Boston, Davao Oriental for @DZMMTeleRadyo #PabloPH http://t.co/IrjLt8Fx",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Philippines typhoon Bopha death toll rises to nearly 300 people.菲律宾遭20年来最强台风重创 死亡已近三百人。http://t.co/9zheisLX,Not applicable,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"RT @dzIQ990: .@MsArlyndelaCruz: PNoy scheduled to visit victims of #PabloPH by tom accdg to DSWD Sec. Dinky Soliman. First stop, Com Valley",Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"@JURISfernandez Our hometown,Monkayo,needs food,clothes,medicines and shelters,#HelpMonkayo #reliefPH #PabloPH #Bopha http://t.co/qDAJ59Fy",Eyewitness,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @iamsuperbianca: how to help those affected by #PabloPH. please spread the word. #SagipKapamilya http://t.co/pAkSjF26,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon #Bopha left 274 people death so far in #Philippines- #EU #UN #USA #White_House - http://t.co/6KtGphjm,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.77E+17,RT @twitter_ph: How to help:  Where to donate or volunteer #PabloPH #reliefPH via #blogwatch http://t.co/GO8qrEN2,NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @DonyaAngelica: Hoy! China! lahat na lang inangkin nyo! eto, si #PabloPH sa inyo na rin! HIYANG HIYA NAMAN KAMI SA INYO!",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.77E+17,RT @ayalafoundation: Ayala Foundation is now accepting cash donations to help families affected by Typhoon Pablo. Visit: http://t.co/20T ...,NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"Typhoon bopha/pablo impact in New Bataan town, Compost... http://t.co/9g788fbG #NEWBataan #Compostela #ValleyPhilippines via @khalidkhan787",Eyewitness,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @gmanews: NDRRMC: As of 10am—325 dead, 411 injured, 379 missing, 181k persons in evacuation centers. | #PabloPH via @MarkSalazarGMA7",Media,Affected individuals,Related and informative,Police/EMS/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,me and @zoanejude with @makipulido during #PabloPH coverage in #CdeO. oye! #SerbisyongTotoo http://t.co/cXXsO4Yp,Media,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Let's pause for a minute and pray for the victims of Pablo. #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"Bopha brings winds, flash floods: Liz Neisloss reports on the worst typhoon in decades to hit The Philippines. http://t.co/MqqABQJe",Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"Bopha brings winds, flash floods: Liz Neisloss reports on the worst typhoon in decades to hit The Philippines. http://t.co/18ebycHU",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"Bopha brings winds, flash floods: Liz Neisloss reports on the worst typhoon in decades to hit The Philippines. http://t.co/TU4iflh8",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @DZMMTeleRadyo: PAGASA: Wala nang nakataas na public storm warning signal (PSWS) sa anumang bahagi ng bansa #PabloPH,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,#WorldNews Philippine Typhoon Bopha death toll passes 300 – BBC News: BBC News Philippine Typhoon Bopha death toll... http://t.co/IVjrdR0G,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.77E+17,RT @BBCBreaking: Philippines storm: More than 300 dead and hundreds more missing in wake of Typhoon Bopha - civil defence office http:// ...,Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,RT @SerbisyongKoko: Sen.@Koko_Pimentel appeals to your generosity for our kababayans affected by typhoon #PabloPH.  http://t.co/DN3vPSqW ...,Media,Donations and volunteering,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @twitter_ph: Follow updates and important information regarding Typhoon Pablo: http://t.co/rI70ssbY #pabloPH,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Caritas Manila is accepting donations for the Typhoon Pablo victims.Peso Bank Acct: METROBANK SA # 1753-17506954-3; PNB CA # 10-856-660001-7,NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Nag start ng bumuhos ang ulan..#PabloPh,Eyewitness,Caution and advice,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,Looking for ways to donate to the victims of #PabloPH? Check out our list: http://t.co/oJoHsCgZ,Outsiders,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Philippine Typhoon Bopha death toll passes 300: http://t.co/FJXeQ9rU @youtubeさんから,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.77E+17,"RT @DonyaAngelica: Facundo! Dakpin si #PabloPH , Dalhin sa China!",Not applicable,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @BBCBreaking: Philippines storm: More than 300 dead and hundreds more missing in wake of Typhoon Bopha - civil defence office http:// ...,Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,via @bnnnewscom Philippines: Typhoon Bopha kills 325 - More than 300 people have died and hundreds more are missing ... http://t.co/3q6aUPZW,Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,RT @ANCALERTS: PAGASA: Location: #PabloPH 400km west of Coron as of 4PM.,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @gmanews: NDRRMC tally: 332 dead, 411 injured, and 379 still missing in wake of #PabloPH. #NewsTVLive",Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,RT @ABSCBN: Tulungan po natin ang mga biktima ng #PabloPH! Maaari po tayong magbigay ng donasyon sa Sagip Kapamilya. #ReliefPH http://t. ...,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @rafiorgph: RAFI holds assessment after #PabloPH http://t.co/eyQ6ebyp @davaobloggers @LaagannaCebuana @dulcelada @inahannikarya @food ...,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,[ANC] Thousands of typhoon Pablo's victims crowd evacuation centers | Watch: http://t.co/50e3ch0D via Youtube©,Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @ANCALERTS: 'Pablo' has regained typhoon strength hours after being downgraded to a tropical storm #PabloPH,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Grabe naman yung typhoon Pablo Bopha grabe magbawas ng tao! Tsk tsk...😔,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @noringai: So heartbreaking to see Davao after #PabloPH. Never na binagyo ang Davao, ngayon lang. :( #TVPatrol25",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @DonyaAngelica: Hoy! China! lahat na lang inangkin nyo! eto, si #PabloPH sa inyo na rin! HIYANG HIYA NAMAN KAMI SA INYO!",Eyewitness,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,kawawa naman Visayas! grabe ka #PABLO!!! :(,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,Let's pray for the victims of typhoon Pablo.. Grabe andming ndaganan. Jusko.. :((,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @twitter_ph: Follow updates and important information regarding Typhoon Pablo: http://t.co/rI70ssbY #pabloPH,Business,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Let us all pray for the victims of typhoon Pablo!,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @jeffcanoy: Meet Aaron, a victim of Typhoon Pablo in New Bataan, Compostela Valley. Heartbreaking images are everywhere http://t.co/J ...",Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @AUTOF0LL0WBACK: #SheilaAliens Philipines: Typhoon Bopha – Twice as Bad as Hurricane Sandy; 325+ dead, 400+ ... http://t.co/QwG2GaET  ...",Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @DonyaAngelica: Facundo! Dakpin si #PabloPH , Dalhin sa China!",Not applicable,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @tonyocruz: #reliefPH In Iligan, bring your donations to BALSA Mindanao, Lanao Formation, 0058 Sunset Court, San Miguel, Iligan City  ...",NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,@njdotcom Typhoon Bopha kills at least 283; 'entire families were washed away' http://t.co/WphCetRN,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.77E+17,BBC News - Philippine Typhoon Bopha death toll passes 300 http://t.co/oRHZOjND,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.77E+17,RT @OliverLaaance: Let's pray for the victims of typhoon Pablo.,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @ateneodezambo: The remaining JAM delegates who were stranded due to Typhoon Pablo have finally left for their respective cities today.,NGOs,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @SaveUKNews: More new photos coming in from Typhoon #Bopha in Philippines. Destruction in Compostela Valley: http://t.co/tRLzmMVO,Media,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @MariaPtweets: Typhoon Bopha is the deadliest.,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @AUTOF0LL0WBACK: #SheilaAliens Philipines: Typhoon Bopha – Twice as Bad as Hurricane Sandy; 325+ dead, 400+ ... http://t.co/QwG2GaET  ...",Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @BBCBreaking: Philippines storm: More than 300 dead and hundreds more missing in wake of Typhoon Bopha - civil defence office http:// ...,Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,Homeless #TyphoonBopha http://t.co/GsfV7FJc,Media,Affected individuals,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @ANCALERTS: Latest from NDRRMC as of 7pm: 331 dead, 437 injured, 380 missing #PabloPH",Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,RT @twitter_ph: Follow updates and important information regarding Typhoon Pablo: http://t.co/rI70ssbY #pabloPH,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"The whole world was glued on Sandy, yesterday Typhoon Bopha killed at least 379 people in the Phillipines, 400 missing http://t.co/tbTnWdAK",Outsiders,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,"Heart-wrenching.. @stateofdnation: Sa pinakahuling tala ng NDRRMC, 331 na ang nasawi habang 380 pa ang nawawala dahil sa Bagyong #PabloPH.",Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,:( RT @amnexiaaa Some people can't enjoy the holidays. #pablo,Outsiders,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @hellyeahazkals: How about a good deed this holiday season? Learn ways to help the victims of Typhoon Pablo. http://t.co/k6ZTPhEv #Ba ...,Outsiders,Donations and volunteering,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @TIME: Typhoon #Bopha: About 350 killed, 400 missing in the Philippines | http://t.co/5v77sPtc (via @TIMEWorld)",Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,"Watching late news right now, prayers for all those people who lost their loved ones in visayas and mindanao. #PabloPH #Bandila",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
